# id:18-36--18-1 ,,
-0.92,-0.73,1
-0.04,0.92,-1
0.57,-0.56,1
0.24,-0.81,1
0.45,-0.68,1
-0.34,-0.33,-1
-0.22,0.46,1
-0.92,0.64,-1
0.09,0.35,1
-0.23,-0.37,1
-0.03,0.03,1
0.01,0.15,1
0.22,-0.67,-1
-0.08,0.36,1
0.44,-0.6,1
-0.98,0.6,1
-0.74,-0.7,1
-0.38,0.83,1
0.23,0.15,1
0.12,0.08,1
-0.37,-0.75,1
-0.14,-0.31,-1
-0.64,0.82,1
-1,0.12,1
0.83,-0.97,1
-0.88,0.9,-1
0.17,0.99,1
-0.66,-0.29,1
0.88,0.17,-1
-0.34,0.96,1
-0.33,-0.14,1
-0.55,-0.83,1
0.02,0.13,1
0.93,-0.57,1
0.04,0.47,1
0.75,0.63,1
0.2,0.29,-1
-0.14,-0.03,1
-0.53,0.07,1
-0.34,0.67,-1
0.35,-0.36,-1
-0.43,-0.24,1
0.93,0.66,1
-0.17,0.48,-1
0.32,0.86,1
-0.88,-0.47,-1
-0.92,-0.31,1
-0.12,0.92,-1
-0.24,-0.3,1
-0.37,0.09,-1
0.67,-0.39,1
-0.55,0.23,1
0.36,-0.46,1
-0.43,-0.1,1
-0.99,-0.38,1
-0.53,-0.93,1
-0.33,0.18,1
-0.48,0.91,-1
-0.35,0.42,1
-0.5,-0.76,1
-0.28,-0.08,1
0.27,-0.12,1
0.38,0.1,-1
-0.62,-0.1,1
0.23,0.89,-1
-0.9,-0.53,-1
0.15,0.48,1
0.41,-0.77,1
0.3,-0.81,-1
-0.47,1,1
-0.79,0.42,-1
-0.31,-0.39,1
-0.26,-0.27,-1
-0.78,-0.39,1
-0.7,0.63,1
-0.05,0.05,1
-0.07,-0.86,-1
0.78,-0.6,1
0.49,-0.35,1
0.25,-0.85,-1
-0.78,0.41,1
0.69,-0.8,-1
0.65,0.7,-1
-0.39,-0.85,1
-0.98,-0.45,1
0.41,0.36,-1
0.91,-0.55,1
0.16,-0.21,1
-0.47,-0.45,-1
0.27,0.54,1
-0.8,0.24,-1
-0.9,-0.61,-1
0.78,0.43,1
0.14,-0.33,1
0.59,0.82,-1
-0.03,-0.22,1
-0.59,0.86,-1
0.29,-0.2,-1
-0.1,-0.33,-1
-1,0.01,1
0.1,-0.68,-1
0.4,-0.39,1
0.12,-0.21,1
0.01,-0.41,-1
0.39,0.15,1
0.59,0.15,1
0.75,0.31,1
0.62,0.41,-1
-0.86,0.97,-1
-0.46,-0.47,-1
0.17,-0.17,-1
-0.7,-0.93,1
0.31,0.84,1
0.81,0.1,1
0.8,0.59,1
-0.66,0.47,1
0.69,-0.73,1
0.61,1,1
-0.7,0.9,1
0.06,0.16,1
-0.12,0.2,1
-0.19,0.66,1
0.81,-0.45,1
-0.17,-0.29,-1
0.54,0.43,-1
-0.99,0.06,1
-0.74,0.31,-1
0.63,-0.66,-1
-0.83,-0.23,-1
0.32,0.93,-1
-0.29,0.49,-1
0.69,0.83,1
-0.26,-0.67,1
