-0.75,0.56,-0.75325941020258
0.16,0.89,0.87961976979548
0.9,0.29,-1.2022806287921
0.9,0.8,-0.63696577620081
-0.24,0.49,0.48273042056555
0.78,-0.27,-1.473889551408
0.23,0.87,0.89165155239449
-0.94,-0.08,-2.1840608210062
-0.08,-0.65,-0.77096241453079
0.76,-0.87,-1.8921580245366
0.68,0.27,-0.98149110032191
0.85,0.9,-0.49089511370023
0.78,-0.07,-1.2595521594762
0.3,0.02,-0.31365408244954
-0.97,0.22,-1.6381863166246
-0.05,0.17,-0.035057127861306
0.83,0.93,-0.70955100728602
-0.41,0.28,0.089324371846424
0.6,0.48,-0.30471797162143
0.97,0.22,-1.8965303593821
0.33,0.38,0.14685718162807
-0.74,0.82,-0.23837952499909
-0.49,0.96,0.50620698490621
0.54,0.75,-0.029759810284675
-0.59,-0.56,-1.1703169815588
0.14,0.76,0.90938130679992
-0.01,1,1.0105690860912
0.71,-0.44,-1.5470489482299
-0.56,0.97,0.28249077769836
-0.31,0.49,0.39592229144547
0.41,-0.47,-0.83278073362298
0.77,-0.1,-1.296712236962
0.45,0.72,-0.014933893164353
0.83,0.48,-0.96325505408433
0.57,0.39,-0.61812275057263
0.68,0.03,-0.98605119563716
-0.46,0.46,-0.076290793932571
0.8,0.22,-0.98710896067395
0.99,-0.96,-2.8073633734074
-0.84,-0.22,-1.8864233006381
-0.01,-0.5,-0.94674288533419
0.22,-0.09,-0.17475079592473
0.34,-0.46,-0.70333317595302
0.56,0.86,0.2996992182324
0.59,-0.92,-1.8262544937451
-0.22,0.17,0.4249640215876
0.37,-0.92,-1.2693851097518
-0.12,0.16,0.33842853994984
-0.92,0.75,-1.2145194364198
0.33,-0.21,-0.69145807293504
0.05,0,0.30373133778241
0.45,0.52,-0.035523077452538
-0.98,0.21,-1.4247450193041
-0.59,0.5,-0.16385823274328
-0.33,-0.97,-1.3641859042493
0.6,0.33,-0.019658194877176
-0.85,0.45,-1.4727181969166
-0.1,-0.93,-0.94483432435894
0.67,-0.02,-0.5742027919489
0.97,-0.96,-2.8840795338327
-0.67,0.06,-0.61462251562284
1,-0.15,-1.9817886360437
0.44,0.89,0.36952592353454
-0.95,-0.11,-2.2854441327817
-0.39,-0.17,-0.63870976151365
0.65,-0.86,-1.5284356591221
0.42,0.89,0.60267470188199
0.07,0.23,0.062782959917543
-0.65,0.17,-0.57832176950203
0.94,0.35,-1.1939468790333
0.92,0.13,-1.4582024975643
-0.49,0.98,0.50161384914346
0.03,0.35,0.16337134816162
-0.91,-0.6,-2.4297526309158
0.83,0,-1.6276603226756
0.55,-0.36,-0.82494160025768
-0.67,0.82,0.22927609197403
-0.56,0.07,-0.75771238031147
-0.85,-0.24,-1.7259335259391
-0.88,0.7,-0.78949646023855
-0.14,0.99,0.93697801262637
0,0.72,0.50166555372959
0.35,0.77,0.48448801784881
-0.87,0.17,-1.3298314042071
-0.79,0.28,-0.8452642533947
-0.51,0.22,-0.11192055934987
-0.49,0.6,0.19740592914843
0.97,1,-1.2425576290666
0.08,-0.33,-0.17703155196365
-0.93,-0.62,-2.4839404499623
0.76,-0.79,-2.0488963680962
-0.3,-0.68,-0.90867986535236
-0.52,0.23,-0.32043362295016
0.82,0.85,-0.57858167020334
-0.9,-0.33,-1.8189011910434
-0.27,0.43,0.116455866918
0.83,0.44,-0.40640490418414
0.81,0.55,-0.86825486189437
0.9,0.1,-1.6654730303991
-0.2,0.9,1.2043731285456
-0.35,-0.01,-0.1073515368073
0.54,0.15,-0.48046918155416
-0.47,-0.62,-1.1248675512937
0.58,-0.8,-1.3758506352644
0.37,0.86,0.24560288096134
0.31,0.92,0.63766784669893
0.84,1,-0.57150612045545
0.89,0.92,-0.57592090054872
-0.88,0.46,-0.67167275414602
-0.7,0.64,-0.60749721820756
0.38,0.85,0.5188867639048
0.06,0.64,0.27123197373389
-0.12,-0.19,-0.21734677607132
0.53,-0.98,-1.6700609904727
-0.72,-0.77,-1.8662300380457
-0.13,0.49,0.54171794064861
0.97,-0.54,-2.4378093569723
0.91,-0.13,-1.7729293310077
0.03,0.52,0.30323900699395
0.66,0.04,-1.0041847389693
-0.8,-0.88,-1.6539086595676
0.95,-0.45,-1.9726916297551
-0.43,-0.39,-1.0797444939033
0.77,0.34,-0.77617618754085
-0.46,0.89,0.45570949154393
1,-0.16,-1.8226475416446
-0.93,-0.91,-2.4517360366005
-0.01,-0.72,-0.43026518802235
-0.58,-0.74,-1.8845614616265
0.79,-0.26,-0.85928615925769
-0.04,-0.99,-0.93697939342745
-0.6,0.15,-0.50789838164192
0.97,-0.48,-2.1912358329734
0.96,-0.75,-2.6237308572643
-0.74,-0.43,-1.4172830195519
0.38,0.95,0.71383073985805
-0.2,0.81,0.63963381689033
0.23,-0.73,-0.85965290129449
-0.6,0.85,0.23398518350801
-0.58,-0.29,-0.67628832640444
0.37,-0.89,-0.85063858556723
0.44,0.93,0.48434489832676
-0.81,-0.56,-1.6957252847405
0.47,0.69,0.42630021546235
-0.03,-0.54,-0.71956152294658
-0.43,-0.52,-1.1544251910465
-0.65,0.71,-0.1739736406244
-0.8,-0.09,-1.6050945230322
0.1,0.29,0.44739236170773
-0.76,-0.44,-1.623332970907
-0.42,-0.93,-1.3839439777505
-0.12,0.04,-0.50940547146219
0.51,-0.79,-1.4253451129635
0.28,-0.03,-0.18361741171644
0,-0.64,-0.61337306966622
-0.98,0.6,-1.2930754505533
-0.22,0.87,0.88636953427862
0.6,0.38,-0.20251156167759
-0.15,-0.9,-0.8707113172369
-0.65,0.12,-0.53284017050368
0.1,-0.47,-0.84849817170698
0.88,0.91,-0.99086129723528
-0.87,-0.8,-2.6240489343378
0.61,0.24,-0.56799628128129
0.69,0.26,-1.0227298490155
-0.88,0.92,-0.48556812942796
-0.17,-0.81,-0.75276207266666
-0.72,-0.16,-1.0137041634416
-0.63,0.37,-0.088549599182668
0.47,-0.18,-0.40642514675579
0.09,-0.31,-0.31333461904832
0.81,0.06,-1.4112901869086
0.46,-0.18,-0.52835074539797
-0.45,-0.55,-0.99155568547423
-0.76,0.4,-0.64066268003482
-0.38,0.65,0.55643355767172
-0.92,0.88,-0.65609164070437
-0.15,-0.94,-1.1044169941285
-0.8,-0.97,-2.1462825170018
-0.89,-0.9,-2.5586669177392
0.66,0.09,-0.46791358246002
0.2,-0.56,-0.75011273951578
0.58,-0.64,-1.3513921182388
-0.69,-0.68,-1.7068972686648
0.87,0.18,-1.5116078970759
0.76,0.02,-1.320720178731
0.2,0.76,0.55670387534774
-0.86,-0.25,-2.1170715974128
0.61,0.01,-0.82884723864216
0.06,0.23,0.27388520257373
0.95,0.42,-1.5222332862323
0.54,0.6,-0.17103458666453
0.81,0.61,-0.65608117839216
0.31,0.45,0.25601052064063
-0.13,0.81,0.75228765003705
-0.78,0.26,-1.0233146841776
0.79,-0.21,-1.3585501464862
0.59,-0.97,-1.702770388465
0.18,0.87,1.2185778550809
